Order_Value,City_Tier,Payment_Type,Return_Count,Is_Verified_Mobile,Is_RTO
29390,Metro City,Credit Card,6,True,0
5073,Rural,COD,8,True,1
28925,Metro City,COD,9,True,1
36993,Urban,Credit Card,5,False,0
20700,Metro City,Credit Card,1,True,0
18212,Urban,COD,8,False,1
19284,Metro City,Credit Card,1,False,0
41009,Metro City,Debit Card,1,False,0
31525,Urban,UPI,10,True,0
47061,Rural,COD,6,True,1
2412,Rural,COD,6,False,1
5864,Metro City,UPI,4,False,0
36600,Metro City,Debit Card,2,True,0
5014,Urban,COD,8,True,1
33849,Urban,Credit Card,10,True,0
44520,Rural,Net Banking,3,False,0
24709,Urban,Net Banking,1,False,0
21545,Rural,Net Banking,5,True,0
37464,Metro City,COD,8,False,1
15486,Urban,Debit Card,9,False,0
1549,Rural,COD,0,False,0
19501,Metro City,Credit Card,10,True,0
36733,Urban,UPI,10,False,0
5580,Metro City,Credit Card,4,True,0
13726,Urban,Debit Card,3,False,0
25428,Rural,COD,10,False,1
36907,Urban,Credit Card,9,False,0
41689,Urban,COD,6,True,1
5063,Metro City,Credit Card,3,True,0
43138,Urban,COD,7,False,1
24151,Metro City,UPI,9,True,0
10582,Rural,COD,4,False,1
16140,Urban,COD,2,True,0
27800,Rural,COD,2,True,0
35225,Urban,Credit Card,5,True,0
19495,Metro City,UPI,4,True,0
42065,Metro City,COD,10,False,1
36920,Rural,Debit Card,4,True,0
6838,Metro City,COD,10,True,1
3228,Rural,Credit Card,2,True,1
9207,Urban,COD,3,True,0
42878,Urban,Net Banking,4,False,0
23118,Metro City,Credit Card,4,True,0
24714,Rural,Net Banking,4,False,0
13435,Rural,UPI,0,False,0
5851,Rural,Net Banking,8,False,0
36421,Rural,Net Banking,4,True,0
49046,Rural,Debit Card,6,False,0
23617,Rural,Credit Card,3,False,0
9417,Urban,Net Banking,6,True,0
30559,Urban,UPI,1,True,0
38719,Metro City,Net Banking,9,True,0
13453,Metro City,Credit Card,4,False,0
18556,Urban,Net Banking,10,True,0
48372,Urban,COD,3,False,0
14404,Urban,Credit Card,0,True,0
1681,Urban,UPI,6,False,0
35794,Metro City,UPI,2,True,0
44261,Urban,COD,6,True,1
20624,Urban,Net Banking,10,True,0
14391,Urban,COD,0,False,0
36982,Metro City,UPI,8,False,0
4940,Rural,Debit Card,9,False,0
7885,Rural,COD,8,True,1
41745,Metro City,Credit Card,2,False,0
36695,Urban,UPI,8,True,0
19637,Rural,Debit Card,1,True,0
29577,Urban,Net Banking,8,True,0
31351,Urban,Net Banking,6,False,0
35512,Metro City,UPI,8,False,0
26957,Urban,Debit Card,0,False,0
4016,Rural,Net Banking,9,True,0
21440,Metro City,COD,6,True,1
34422,Rural,Credit Card,4,False,0
6142,Rural,COD,10,True,1
40940,Rural,Net Banking,10,True,0
43800,Urban,COD,2,True,1
6430,Rural,COD,7,True,1
33808,Urban,COD,4,True,1
28004,Rural,Net Banking,6,False,0
44290,Metro City,Credit Card,9,False,0
34860,Rural,Debit Card,2,True,0
29912,Urban,Credit Card,8,False,0
2043,Metro City,Debit Card,5,False,0
40893,Urban,COD,5,True,1
44618,Rural,UPI,1,True,0
14545,Rural,Net Banking,8,True,0
14686,Metro City,UPI,5,False,0
21193,Urban,UPI,5,False,0
45349,Rural,Net Banking,3,False,0
31930,Urban,COD,6,False,1
17527,Metro City,UPI,6,False,0
15894,Urban,Net Banking,6,False,0
29636,Rural,Debit Card,2,True,1
44933,Metro City,COD,1,False,0
12469,Rural,Debit Card,0,True,0
9019,Metro City,UPI,9,True,0
47247,Metro City,COD,10,False,0
661,Urban,COD,0,False,1
611,Rural,COD,9,True,1
13364,Urban,Net Banking,5,True,0
41199,Metro City,Credit Card,9,False,0
34566,Rural,Debit Card,8,False,0
14955,Urban,Net Banking,5,True,0
48055,Urban,COD,8,True,1
31820,Metro City,COD,0,False,0
45326,Metro City,COD,10,True,1
20745,Urban,Debit Card,0,True,0
6977,Rural,Credit Card,1,False,0
35390,Urban,Debit Card,9,True,0
33450,Rural,COD,5,False,1
41475,Rural,Net Banking,9,False,0
1020,Metro City,Net Banking,8,False,0
10196,Urban,Credit Card,7,True,0
23821,Rural,Net Banking,4,True,0
28136,Rural,Net Banking,1,True,0
10323,Rural,Credit Card,7,False,0
12076,Urban,Credit Card,5,False,0
33659,Urban,Credit Card,9,False,0
13477,Rural,Debit Card,2,True,0
24837,Urban,UPI,3,False,0
20574,Rural,Net Banking,8,True,0
43611,Metro City,Credit Card,0,True,0
33872,Metro City,UPI,1,True,0
31023,Rural,COD,4,False,1
40511,Rural,Debit Card,6,True,0
10686,Urban,Credit Card,4,False,0
15408,Rural,Net Banking,3,True,0
44338,Urban,Credit Card,4,True,0
17539,Metro City,COD,1,False,1
28062,Rural,COD,8,False,1
4086,Rural,COD,4,True,0
37227,Metro City,Debit Card,6,True,0
35314,Rural,COD,2,False,0
44880,Metro City,UPI,8,False,0
18356,Urban,UPI,6,False,1
42412,Rural,COD,3,False,1
5641,Urban,COD,5,True,1
30882,Metro City,COD,2,False,1
17459,Urban,Credit Card,1,True,0
26836,Urban,COD,0,False,0
25980,Rural,COD,4,False,1
23718,Rural,COD,1,True,0
10506,Metro City,Credit Card,2,True,0
47084,Rural,Net Banking,2,False,0
38140,Rural,COD,0,False,0
39045,Urban,COD,3,True,0
18902,Rural,Net Banking,9,True,0
9983,Rural,COD,0,False,1
926,Urban,Credit Card,4,True,0
3427,Metro City,Net Banking,0,False,0
43503,Rural,COD,9,True,1
34068,Metro City,UPI,6,False,0
42670,Urban,COD,3,False,0
35967,Urban,Credit Card,1,True,0
30166,Metro City,Net Banking,6,True,0
26322,Metro City,UPI,0,True,0
26397,Metro City,UPI,6,True,0
20842,Rural,Debit Card,4,False,0
33821,Metro City,Credit Card,8,True,0
13235,Metro City,COD,6,True,1
27641,Metro City,COD,3,True,0
30634,Metro City,COD,7,True,1
18722,Metro City,Credit Card,8,True,0
49875,Rural,COD,9,True,1
20970,Urban,COD,0,False,1
39490,Urban,Credit Card,6,True,0
4160,Rural,Credit Card,8,True,0
30848,Metro City,Debit Card,10,False,0
16395,Urban,COD,5,False,0
13677,Urban,COD,2,True,1
20481,Metro City,COD,7,False,0
25228,Urban,Net Banking,9,True,0
47454,Metro City,COD,10,True,0
30365,Metro City,Net Banking,9,True,0
4626,Rural,COD,5,True,1
35926,Metro City,COD,1,False,0
43029,Urban,Debit Card,0,True,0
15850,Urban,COD,1,False,0
34613,Rural,Net Banking,10,False,0
22754,Metro City,Credit Card,5,True,0
36355,Urban,COD,7,False,1
9385,Metro City,Debit Card,8,False,0
27494,Metro City,COD,8,True,1
44048,Metro City,UPI,4,False,0
17386,Urban,Debit Card,9,False,0
16065,Rural,UPI,0,True,0
34297,Urban,Credit Card,0,True,0
47134,Rural,COD,4,False,1
41416,Urban,COD,5,False,1
32728,Metro City,UPI,6,True,0
17867,Metro City,COD,6,False,1
35082,Urban,UPI,9,True,0
10692,Rural,Debit Card,6,True,0
4020,Urban,Debit Card,2,True,0
22771,Urban,UPI,10,False,0
1709,Metro City,Credit Card,2,True,0
42045,Urban,Debit Card,1,True,0
26129,Metro City,COD,7,False,1
45621,Metro City,COD,6,True,1
7177,Rural,Debit Card,8,True,0
4017,Metro City,UPI,3,True,0
15446,Urban,COD,8,False,1
5685,Urban,Debit Card,0,True,0
39973,Rural,Credit Card,0,False,0
38900,Urban,COD,8,True,1
30041,Urban,COD,9,False,1
18910,Rural,Debit Card,9,True,0
43264,Metro City,Debit Card,7,False,0
29119,Rural,COD,4,True,1
8308,Urban,Net Banking,2,False,0
32532,Urban,Credit Card,10,True,0
49685,Metro City,COD,6,False,1
1435,Metro City,COD,1,True,0
45588,Metro City,Debit Card,6,False,0
31049,Metro City,UPI,5,False,0
21749,Rural,UPI,0,True,0
24680,Rural,Credit Card,4,False,0
38018,Urban,COD,0,True,0
30112,Urban,UPI,7,False,0
36791,Metro City,Net Banking,10,False,0
25064,Rural,Debit Card,4,True,0
23698,Rural,Debit Card,8,True,0
41485,Metro City,UPI,10,True,0
38502,Urban,Credit Card,9,True,0
26656,Urban,COD,10,False,1
11452,Metro City,Net Banking,7,False,0
37598,Metro City,Credit Card,4,False,0
38164,Metro City,COD,9,True,1
1441,Urban,Credit Card,9,False,0
27599,Urban,Credit Card,1,False,0
11498,Urban,COD,5,True,1
19692,Rural,COD,7,False,0
37149,Urban,Credit Card,5,True,0
11891,Urban,UPI,4,True,0
32916,Rural,COD,5,True,1
3506,Rural,Net Banking,8,True,0
44090,Metro City,COD,1,True,0
44154,Urban,COD,3,True,0
13522,Urban,Credit Card,0,False,0
6447,Rural,UPI,8,False,0
24860,Metro City,Debit Card,6,True,0
11399,Urban,Debit Card,2,True,0
11374,Rural,UPI,6,True,0
815,Urban,Debit Card,7,True,0
14840,Metro City,COD,2,False,1
27251,Rural,UPI,3,True,0
38406,Rural,COD,0,False,1
10748,Rural,Credit Card,8,False,0
48908,Metro City,UPI,4,False,0
32324,Rural,Credit Card,0,True,0
35659,Metro City,COD,10,False,1
25332,Metro City,COD,9,True,1
39319,Urban,UPI,5,False,0
15176,Urban,Net Banking,10,True,0
7588,Metro City,Net Banking,9,True,0
41472,Rural,Credit Card,9,True,0
26065,Metro City,UPI,3,True,0
28026,Rural,Debit Card,3,False,0
40066,Urban,COD,1,False,1
14204,Rural,COD,9,True,1
47479,Metro City,COD,1,False,0
34858,Rural,COD,2,True,0
46023,Metro City,COD,6,False,1
6576,Urban,COD,0,True,0
19607,Rural,COD,10,False,1
28420,Metro City,COD,2,True,0
27162,Metro City,COD,9,False,1
40464,Rural,Credit Card,0,True,0
37347,Rural,Credit Card,8,True,0
34900,Metro City,COD,7,False,0
16216,Urban,Net Banking,4,False,0
33907,Rural,Credit Card,6,True,0
2254,Metro City,COD,3,False,0
32284,Rural,UPI,0,True,0
38658,Rural,Debit Card,2,True,0
37379,Metro City,COD,3,False,0
30094,Metro City,COD,6,True,1
2382,Metro City,COD,4,True,1
45421,Metro City,UPI,6,True,0
19563,Rural,UPI,10,True,0
27540,Rural,COD,0,False,1
39628,Metro City,Credit Card,3,True,0
38030,Urban,COD,5,False,1
11672,Rural,Credit Card,7,False,0
38601,Urban,COD,0,False,0
44744,Urban,UPI,2,False,0
36963,Metro City,Debit Card,0,True,0
12152,Metro City,Credit Card,1,True,0
40853,Rural,UPI,4,True,0
43661,Urban,UPI,9,True,0
12622,Metro City,Net Banking,3,True,0
39757,Urban,Credit Card,5,False,0
25228,Urban,COD,5,True,1
38938,Urban,COD,8,True,1
47192,Rural,COD,10,True,1
7574,Metro City,Net Banking,6,True,0
19811,Rural,COD,5,True,1
48916,Urban,Net Banking,8,True,0
43902,Rural,Debit Card,9,False,0
35647,Urban,UPI,3,False,0
45344,Rural,Debit Card,7,False,0
36719,Metro City,Net Banking,3,False,0
2642,Metro City,UPI,3,True,0
32825,Metro City,Credit Card,0,True,0
18504,Urban,UPI,8,False,0
11414,Urban,Net Banking,9,False,0
26057,Urban,UPI,7,True,0
21226,Rural,COD,5,True,1
41374,Rural,Credit Card,1,True,0
30399,Urban,COD,1,False,0
40657,Rural,COD,9,True,1
691,Metro City,COD,1,True,0
37222,Rural,COD,2,False,1
43526,Urban,COD,10,False,1
16371,Metro City,Debit Card,10,True,0
37289,Rural,Credit Card,6,True,0
32342,Urban,Debit Card,7,False,0
26759,Urban,Debit Card,0,True,0
39772,Metro City,Net Banking,8,True,0
34447,Metro City,COD,1,True,0
32169,Urban,COD,2,False,0
5662,Urban,COD,1,False,1
7115,Rural,Net Banking,10,True,0
2877,Metro City,COD,9,True,1
43946,Metro City,Net Banking,9,False,0
8686,Metro City,Credit Card,0,False,0
9181,Metro City,Credit Card,0,False,0
14033,Metro City,COD,0,False,0
8542,Metro City,Credit Card,9,False,0
39832,Urban,COD,5,False,1
12099,Urban,COD,9,True,1
30872,Urban,COD,8,True,1
27195,Urban,Debit Card,5,False,0
13601,Metro City,Net Banking,9,False,0
48575,Rural,COD,5,False,1
45886,Metro City,COD,7,True,1
37420,Metro City,COD,3,True,1
18781,Metro City,Debit Card,7,True,0
48953,Urban,COD,3,False,0
37204,Metro City,Debit Card,7,True,0
6063,Urban,Net Banking,9,False,0
16865,Urban,Credit Card,8,False,0
24876,Metro City,UPI,0,False,0
34018,Urban,Credit Card,8,False,0
26381,Rural,UPI,10,False,0
23775,Rural,COD,9,False,1
35567,Metro City,Credit Card,7,False,0
21963,Urban,COD,2,False,0
23896,Metro City,COD,0,True,0
7183,Urban,COD,0,True,1
10695,Rural,COD,6,True,0
36675,Rural,Net Banking,4,True,0
27942,Rural,COD,2,True,1
31925,Urban,COD,5,True,1
26950,Metro City,Debit Card,7,False,0
28934,Urban,Net Banking,5,False,0
40481,Rural,Net Banking,4,False,0
24046,Urban,COD,8,False,1
10053,Rural,Debit Card,8,False,0
10387,Rural,COD,9,True,1
49626,Metro City,COD,7,False,1
44201,Urban,Debit Card,8,False,0
19928,Metro City,COD,6,True,0
35620,Rural,UPI,9,True,0
49401,Metro City,UPI,0,False,0
33471,Rural,Net Banking,8,False,0
18226,Rural,COD,0,False,1
878,Urban,Net Banking,7,False,0
1991,Metro City,Debit Card,10,True,0
20785,Metro City,Net Banking,10,True,0
49228,Urban,Credit Card,4,True,0
3637,Urban,Debit Card,3,True,0
32249,Urban,COD,10,False,1
12499,Urban,COD,5,True,0
39580,Urban,COD,7,True,1
16668,Rural,Net Banking,5,True,1
43166,Rural,Credit Card,1,False,0
24302,Rural,Debit Card,5,True,0
7028,Urban,Debit Card,4,True,0
6070,Metro City,UPI,9,False,0
16935,Metro City,UPI,2,False,0
10441,Urban,UPI,9,True,0
40160,Urban,UPI,5,True,0
38715,Rural,Credit Card,1,False,0
32742,Rural,UPI,1,False,0
18257,Urban,UPI,1,False,0
30552,Metro City,COD,7,True,1
21772,Rural,Credit Card,2,False,0
8540,Metro City,UPI,3,False,0
32888,Metro City,Credit Card,5,True,0
49452,Urban,Credit Card,6,True,0
45974,Urban,UPI,10,False,0
28531,Rural,COD,0,True,0
24687,Rural,COD,5,True,1
34350,Rural,Debit Card,0,True,0
43734,Urban,UPI,4,True,0
32590,Urban,Net Banking,10,False,0
47638,Urban,Net Banking,2,False,0
15635,Rural,COD,0,True,0
17170,Urban,UPI,10,False,0
13075,Metro City,Credit Card,7,True,0
30193,Urban,COD,8,True,1
20783,Metro City,Debit Card,8,False,0
37639,Rural,COD,4,True,1
2409,Urban,Net Banking,7,False,0
10021,Urban,Credit Card,7,False,0
9693,Urban,UPI,3,True,1
14659,Urban,Credit Card,2,True,0
9452,Urban,UPI,10,False,0
18159,Rural,Net Banking,10,False,0
10912,Metro City,UPI,10,False,0
12914,Rural,Net Banking,5,True,0
49740,Urban,COD,9,True,1
30455,Rural,UPI,8,False,0
4918,Rural,UPI,1,True,0
39065,Metro City,Debit Card,9,False,0
9322,Urban,Net Banking,10,True,0
21777,Urban,UPI,2,True,0
12761,Rural,Debit Card,4,False,0
14484,Metro City,COD,0,True,1
9652,Metro City,UPI,3,True,0
30020,Metro City,COD,2,True,0
44867,Rural,COD,6,True,1
31117,Metro City,Credit Card,2,True,0
12871,Urban,UPI,5,False,0
17654,Urban,Credit Card,4,False,0
33890,Urban,COD,0,True,0
36691,Metro City,Debit Card,5,True,0
46877,Rural,COD,0,False,0
21562,Urban,Credit Card,10,False,0
6288,Rural,Debit Card,0,True,0
34491,Metro City,Net Banking,7,False,0
2626,Urban,COD,2,True,0
26193,Metro City,Net Banking,9,False,0
7333,Rural,UPI,4,False,0
35625,Rural,Debit Card,9,False,0
3971,Metro City,COD,2,False,0
48763,Metro City,Credit Card,6,False,0
41949,Urban,Credit Card,8,False,0
31905,Urban,Debit Card,1,False,0
43444,Urban,Credit Card,1,False,0
41751,Urban,Credit Card,1,False,0
19111,Metro City,Net Banking,7,True,0
39553,Urban,Net Banking,1,True,0
24381,Metro City,Debit Card,7,True,0
7929,Metro City,Credit Card,2,True,0
48718,Metro City,COD,3,True,0
19534,Rural,COD,7,True,1
49477,Rural,COD,5,True,1
47504,Rural,COD,6,True,1
44405,Metro City,Net Banking,6,True,0
16420,Rural,Net Banking,2,True,0
23996,Urban,Debit Card,7,True,0
47606,Metro City,COD,0,True,0
48908,Rural,Net Banking,3,True,0
12314,Rural,Debit Card,10,True,0
35200,Rural,COD,0,False,0
42041,Rural,COD,10,False,0
34345,Metro City,Net Banking,4,True,0
14690,Urban,COD,10,True,1
36781,Rural,COD,4,False,1
26876,Metro City,Debit Card,10,True,0
48747,Rural,COD,3,False,0
49812,Urban,UPI,10,False,0
7948,Rural,Debit Card,7,True,0
30403,Metro City,Debit Card,2,False,0
27558,Urban,COD,1,True,0
33014,Metro City,Credit Card,7,True,0
46286,Urban,UPI,1,False,0
20592,Urban,COD,7,True,1
37083,Urban,Debit Card,5,False,0
18006,Rural,COD,7,True,1
40871,Urban,Credit Card,0,True,0
36951,Urban,Debit Card,4,False,0
7424,Rural,UPI,8,True,0
46771,Rural,COD,0,False,1
21320,Rural,COD,7,False,1
39975,Rural,UPI,8,False,0
27966,Urban,COD,5,False,1
48437,Urban,COD,2,True,0
8000,Metro City,Credit Card,8,True,0
8628,Urban,UPI,4,True,0
43428,Urban,COD,9,False,1
24940,Rural,Net Banking,10,True,0
40195,Metro City,Credit Card,7,False,0
4526,Metro City,Net Banking,10,False,0
722,Rural,Net Banking,0,True,0
29487,Rural,Debit Card,7,True,0
26449,Rural,UPI,2,True,0
22506,Urban,COD,6,False,0
24230,Rural,COD,1,False,0
15437,Metro City,Net Banking,0,False,0
29384,Urban,UPI,10,True,0
45578,Rural,COD,10,False,1
20352,Rural,Net Banking,6,False,0
12944,Metro City,UPI,3,True,0
46968,Metro City,Debit Card,2,True,0
7448,Metro City,COD,9,False,0
38577,Rural,COD,8,True,1
3268,Rural,UPI,10,True,0
8922,Rural,Net Banking,9,True,0
30429,Metro City,COD,0,True,1
36341,Urban,COD,1,False,0
5482,Rural,UPI,10,True,0
34179,Metro City,Credit Card,7,False,0
25686,Urban,Credit Card,3,True,0
11988,Urban,UPI,5,True,0
40142,Urban,UPI,1,False,0
28907,Metro City,Debit Card,6,False,0
33786,Rural,UPI,9,False,0
24859,Rural,COD,2,True,1
10371,Urban,COD,4,False,1
26086,Metro City,UPI,6,True,0
10066,Urban,Net Banking,6,True,0
26024,Urban,Debit Card,5,False,0
35797,Metro City,COD,5,True,1
15415,Urban,UPI,2,True,0
43828,Metro City,COD,9,True,1
17580,Urban,Credit Card,2,True,0
48159,Metro City,COD,6,True,1
41995,Urban,Net Banking,8,False,0
43736,Urban,COD,7,False,1
29805,Rural,COD,2,False,1
27504,Urban,COD,3,False,1
18388,Metro City,COD,6,False,1
16936,Rural,Net Banking,5,False,0
4456,Rural,Net Banking,0,True,0
14659,Urban,UPI,6,True,0
9444,Metro City,UPI,0,True,0
9413,Rural,Debit Card,3,False,0
10738,Urban,COD,10,True,1
27668,Rural,Net Banking,1,False,0
7712,Rural,COD,4,True,1
25164,Urban,UPI,3,True,0
23425,Urban,COD,1,False,0
48482,Rural,UPI,8,False,0
9149,Rural,COD,4,False,1
47373,Urban,Debit Card,1,True,0
37749,Urban,Credit Card,3,True,0
20338,Urban,COD,7,False,1
22978,Rural,Debit Card,10,True,0
5851,Urban,Net Banking,4,True,0
19850,Metro City,COD,10,False,1
9135,Rural,Credit Card,7,True,0
21778,Metro City,Credit Card,7,False,0
16075,Metro City,COD,2,True,0
5857,Metro City,COD,6,False,1
10328,Urban,Debit Card,1,True,0
48000,Rural,Debit Card,10,True,0
23237,Metro City,COD,7,False,1
955,Metro City,UPI,5,False,0
31309,Rural,Credit Card,4,True,0
23796,Metro City,Credit Card,2,False,0
35417,Urban,COD,8,True,1
7867,Rural,Credit Card,10,True,0
14640,Metro City,Debit Card,1,True,0
21451,Rural,COD,10,True,0
37890,Urban,UPI,10,False,0
10102,Urban,COD,9,True,1
19587,Urban,UPI,0,True,0
3816,Urban,UPI,6,True,0
12340,Rural,Net Banking,1,True,0
28331,Rural,COD,0,False,0
5644,Rural,Net Banking,9,True,0
30356,Metro City,COD,1,True,1
10034,Urban,COD,6,False,1
13695,Rural,Debit Card,4,True,0
35146,Metro City,UPI,10,True,0
13012,Rural,Net Banking,8,True,0
37744,Metro City,Debit Card,2,True,0
20401,Rural,Credit Card,8,True,0
14719,Metro City,Net Banking,4,False,0
41061,Rural,UPI,0,False,0
12510,Urban,Net Banking,1,False,0
14038,Urban,Net Banking,10,True,0
17108,Metro City,Net Banking,8,False,0
32888,Rural,COD,10,True,1
34034,Rural,Debit Card,4,False,0
30744,Metro City,Credit Card,5,False,0
6421,Metro City,Debit Card,8,False,0
27765,Rural,Credit Card,2,True,0
21687,Rural,COD,8,True,1
30688,Rural,COD,1,False,1
47403,Rural,COD,0,True,0
33909,Metro City,COD,2,True,1
49387,Metro City,UPI,0,False,0
36096,Rural,Credit Card,0,False,0
13046,Metro City,Debit Card,0,False,0
30528,Metro City,COD,3,True,0
4134,Rural,COD,9,True,1
21537,Urban,Debit Card,1,False,0
14247,Rural,UPI,5,True,0
44329,Metro City,Credit Card,1,False,0
36631,Urban,UPI,6,True,0
15787,Urban,COD,1,False,0
23036,Metro City,UPI,6,True,0
13292,Rural,Net Banking,2,True,0
1948,Rural,Net Banking,3,True,0
46066,Rural,UPI,5,True,0
3276,Rural,COD,2,False,1
5389,Rural,Credit Card,2,False,0
2653,Metro City,Debit Card,0,False,0
39893,Rural,Net Banking,2,True,0
30332,Metro City,COD,5,True,1
12971,Urban,Debit Card,1,True,0
11527,Urban,Debit Card,5,False,0
19136,Urban,Debit Card,1,True,0
18255,Metro City,UPI,7,True,0
49089,Rural,COD,0,True,0
24420,Urban,COD,4,False,1
47232,Metro City,Debit Card,6,False,0
25216,Urban,Debit Card,8,True,0
22981,Metro City,UPI,7,True,0
5293,Urban,Net Banking,1,False,0
32509,Rural,UPI,2,False,0
2481,Urban,Net Banking,5,True,0
16922,Metro City,UPI,9,False,0
29741,Metro City,Debit Card,9,False,0
23850,Rural,COD,10,True,1
1024,Metro City,Credit Card,9,False,0
47792,Urban,COD,7,False,1
19987,Urban,Debit Card,5,False,0
32503,Metro City,Credit Card,1,False,0
4830,Urban,UPI,8,False,0
41148,Rural,COD,10,False,1
43718,Metro City,UPI,10,True,0
3792,Urban,Credit Card,5,True,0
20133,Urban,UPI,2,False,0
47401,Metro City,Credit Card,4,False,1
8678,Rural,COD,2,False,1
33026,Urban,UPI,3,False,0
7920,Rural,Credit Card,0,True,0
16976,Metro City,Credit Card,4,False,0
46929,Rural,Net Banking,10,True,0
47894,Rural,COD,1,False,1
15967,Urban,COD,5,False,1
37656,Metro City,Net Banking,2,True,0
8122,Urban,Net Banking,4,True,0
32001,Urban,Credit Card,7,True,0
33165,Urban,COD,9,False,1
10882,Urban,COD,2,False,0
30028,Metro City,COD,5,False,1
31571,Urban,Credit Card,8,True,0
34676,Urban,Debit Card,4,True,0
41844,Metro City,Net Banking,7,False,0
12692,Urban,Debit Card,8,False,0
36233,Metro City,Credit Card,1,False,0
23333,Urban,COD,6,False,1
26668,Metro City,UPI,8,False,0
21350,Rural,Net Banking,8,True,0
14950,Rural,Net Banking,5,False,0
8120,Metro City,Net Banking,2,False,0
1463,Metro City,UPI,9,True,0
18205,Metro City,UPI,5,False,0
39276,Metro City,Credit Card,4,True,0
4134,Urban,COD,5,True,1
44472,Rural,COD,4,False,1
16501,Urban,COD,10,True,1
37461,Rural,UPI,10,True,0
24707,Urban,Net Banking,4,False,1
48012,Urban,Debit Card,7,False,0
45255,Metro City,COD,1,False,1
28524,Metro City,Net Banking,0,False,0
12849,Urban,Credit Card,5,False,0
29644,Rural,COD,2,False,0
6122,Urban,COD,4,True,1
4903,Rural,Net Banking,1,False,0
49734,Urban,COD,1,True,0
41876,Rural,UPI,2,True,0
7676,Rural,Net Banking,6,False,0
35761,Rural,UPI,5,True,0
10551,Metro City,COD,0,False,0
34553,Rural,COD,2,True,0
19617,Urban,Net Banking,10,True,0
4327,Metro City,COD,1,False,1
2244,Metro City,Credit Card,9,True,0
5005,Metro City,Credit Card,2,True,0
11195,Rural,COD,5,True,1
4652,Urban,COD,2,True,0
49231,Urban,UPI,1,False,0
20506,Urban,Credit Card,9,True,0
10951,Urban,UPI,4,False,0
15643,Urban,Net Banking,8,True,0
27108,Rural,COD,10,False,1
25034,Urban,COD,4,False,1
17321,Rural,Net Banking,0,False,0
47713,Urban,Credit Card,5,False,0
23163,Metro City,COD,6,True,1
32260,Rural,UPI,3,False,0
8092,Rural,UPI,8,True,0
16108,Urban,COD,7,True,1
14060,Metro City,Credit Card,5,True,0
28670,Urban,Debit Card,9,False,0
34649,Metro City,COD,10,False,0
22742,Urban,Net Banking,3,False,0
16739,Urban,Debit Card,3,False,0
15480,Rural,COD,10,True,1
12363,Rural,COD,8,False,1
27529,Urban,Credit Card,2,True,0
15746,Rural,Credit Card,9,True,0
3748,Metro City,COD,3,True,1
5599,Metro City,Credit Card,6,True,0
7576,Urban,COD,4,False,1
18877,Urban,COD,8,True,1
30460,Rural,Debit Card,5,True,0
45251,Urban,COD,4,True,1
1895,Rural,Net Banking,3,True,0
23627,Urban,Net Banking,2,True,0
14934,Rural,Net Banking,2,False,0
26644,Urban,Net Banking,7,False,0
49874,Urban,Net Banking,3,False,0
41839,Rural,UPI,9,True,0
11177,Rural,COD,2,True,0
1389,Urban,Debit Card,3,True,0
28822,Rural,COD,10,False,1
15551,Rural,Credit Card,0,True,0
14015,Urban,COD,2,False,1
35049,Urban,Debit Card,1,False,0
39550,Urban,UPI,10,False,0
34723,Rural,Debit Card,4,True,0
40867,Rural,UPI,1,False,0
24978,Rural,COD,1,True,0
3881,Rural,Net Banking,2,False,0
49330,Metro City,Net Banking,0,False,0
21160,Urban,UPI,4,True,0
41043,Metro City,COD,0,False,0
11168,Rural,Debit Card,8,True,0
13378,Metro City,COD,4,False,1
41928,Metro City,COD,7,False,1
17423,Rural,Credit Card,1,True,0
47253,Urban,COD,2,True,0
24008,Metro City,COD,1,True,0
8131,Metro City,Net Banking,1,True,0
35469,Metro City,Credit Card,1,False,0
29461,Rural,Debit Card,2,False,0
20952,Rural,Net Banking,10,True,0
49474,Urban,COD,3,True,0
37266,Urban,COD,8,True,1
1864,Metro City,COD,0,False,0
20072,Urban,Debit Card,10,True,0
13624,Urban,UPI,2,False,0
14627,Rural,COD,1,False,0
3536,Rural,Credit Card,1,True,0
39543,Metro City,Net Banking,8,False,0
40072,Rural,COD,10,False,1
36562,Urban,COD,5,True,1
24030,Rural,Net Banking,6,True,0
23823,Metro City,Net Banking,8,True,0
48913,Rural,Net Banking,9,False,0
32064,Metro City,COD,1,True,0
49020,Rural,UPI,1,False,0
18164,Urban,UPI,7,True,0
37634,Urban,Credit Card,8,True,0
49919,Rural,COD,3,False,0
25152,Urban,Debit Card,4,False,0
35398,Urban,COD,3,True,0
47585,Metro City,COD,5,False,1
6216,Rural,Net Banking,3,True,1
10330,Metro City,UPI,7,True,0
8874,Urban,Debit Card,9,False,0
44960,Metro City,UPI,7,True,0
44804,Rural,UPI,9,True,0
32126,Rural,Debit Card,0,False,0
12316,Metro City,Credit Card,7,False,0
38660,Rural,UPI,9,True,1
25834,Metro City,Credit Card,6,True,0
10699,Rural,Net Banking,10,True,0
11778,Metro City,COD,8,True,1
14390,Rural,Net Banking,9,False,0
9163,Rural,COD,0,True,0
42315,Metro City,UPI,9,True,0
3373,Rural,Debit Card,6,True,0
508,Urban,COD,4,True,1
6569,Urban,Net Banking,0,True,0
20634,Rural,UPI,6,True,0
24807,Urban,Credit Card,10,False,0
22225,Rural,Credit Card,10,False,0
45443,Rural,UPI,2,True,0
